GeoFips,GeoName,2008,2009,2010,2011,2012
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",164910,166429,167018,167622,168690
,,,,,,
36980,"Owensboro, KY (Metropolitan Statistical Area)",113651,114385,114795,115315,115915
,,,,,,
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",806353,815130,825312,830623,834398
,,,,,,
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",542378,542109,544019,544224,547161
,,,,,,
37460,"Panama City, FL (Metropolitan Statistical Area)",182118,183397,185109,185412,187748
,,,,,,
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",92528,92544,92718,92647,92496
,,,,,,
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",445392,446559,450963,455246,462190
,,,,,,
37900,"Peoria, IL (Metropolitan Statistical Area)",375982,379373,378957,379762,380605
,,,,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",5906917,5941539,5971397,5996686,6019533
,,,,,,
38060,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",4106372,4153609,4208770,4252671,4327632
,,,,,,
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",101305,100593,100079,99033,97373
,,,,,,
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2356802,2355432,2356658,2359783,2360989
,,,,,,
38340,"Pittsfield, MA (Metropolitan Statistical Area)",131372,131264,131257,130501,130120
,,,,,,
38540,"Pocatello, ID (Metropolitan Statistical Area)",80609,81994,82999,83530,83683
,,,,,,
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",514191,514728,513815,515883,517974
,,,,,,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",2172853,2206737,2232177,2260453,2289038
,,,,,,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",417520,419850,425236,428353,432472
,,,,,,
39140,"Prescott, AZ (Metropolitan Statistical Area)",211211,211172,210137,210867,212530
,,,,,,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1601459,1600970,1601798,1599609,1601160
,,,,,,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",497639,515010,529866,540468,550230
,,,,,,
39380,"Pueblo, CO (Metropolitan Statistical Area)",156748,157846,159539,160431,160972
,,,,,,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",160467,159629,159901,159511,162603
,,,,,,
39540,"Racine, WI (Metropolitan Statistical Area)",194730,195130,195403,194933,194716
,,,,,,
39580,"Raleigh, NC (Metropolitan Statistical Area)",1077163,1110061,1137351,1163014,1188504
,,,,,,
39660,"Rapid City, SD (Metropolitan Statistical Area)",131119,133254,135049,136342,138781
,,,,,,
39740,"Reading, PA (Metropolitan Statistical Area)",407737,409904,411740,412279,412948
,,,,,,
39820,"Redding, CA (Metropolitan Statistical Area)",177247,177279,177284,177917,178368
,,,,,,
39900,"Reno, NV (Metropolitan Statistical Area)",418892,421787,426026,428876,433018
,,,,,,
40060,"Richmond, VA (Metropolitan Statistical Area)",1189113,1200712,1210015,1219195,1232954
,,,,,,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",4113447,4160685,4244089,4299229,4342332
,,,,,,
40220,"Roanoke, VA (Metropolitan Statistical Area)",305596,307816,308757,309159,310425
,,,,,,
40340,"Rochester, MN (Metropolitan Statistical Area)",204181,206097,207116,208446,209693
,,,,,,
40380,"Rochester, NY (Metropolitan Statistical Area)",1075302,1077941,1080081,1081957,1082375
,,,,,,
40420,"Rockford, IL (Metropolitan Statistical Area)",349937,349766,349294,347874,345703
,,,,,,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",151138,151729,152489,151962,151253
,,,,,,
40660,"Rome, GA (Metropolitan Statistical Area)",95922,96383,96387,96149,95995
,,,,,,
40900,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",2108310,2132657,2154417,2175236,2193927
,,,,,,
40980,"Saginaw, MI (Metropolitan Statistical Area)",201966,200835,199874,198800,198154
,,,,,,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",186507,188114,189157,189980,190485
,,,,,,
41100,"St. George, UT (Metropolitan Statistical Area)",135552,137088,138429,141537,144656
,,,,,,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",126077,127001,127261,127672,127880
,,,,,,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2767776,2779404,2789893,2793779,2796506
,,,,,,
41420,"Salem, OR (Metropolitan Statistical Area)",384075,388323,391532,393866,397728
,,,,,,
41500,"Salinas, CA (Metropolitan Statistical Area)",406022,410263,416342,421343,426072
,,,,,,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",366772,370558,374807,378237,381667
,,,,,,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",1055462,1074013,1091452,1107279,1123943
,,,,,,
41660,"San Angelo, TX (Metropolitan Statistical Area)",109210,110466,112294,113442,115071
,,,,,,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2061275,2105672,2153288,2192610,2234494
,,,,,,
41740,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",3022116,3061203,3104182,3138550,3176138
,,,,,,
41860,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",4243932,4302830,4344584,4395797,4454159
,,,,,,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1795231,1819573,1842076,1867430,1892894
,,,,,,
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",266358,268145,270005,271253,274622
,,,,,,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",256520,260009,263309,264797,266508
,,,,,,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",141704,143205,144508,145409,146456
,,,,,,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",415859,420356,424238,425724,430426
,,,,,,
42220,"Santa Rosa, CA (Metropolitan Statistical Area)",473091,479479,484698,487549,490596
,,,,,,
42340,"Savannah, GA (Metropolitan Statistical Area)",335185,344017,348861,355996,362441
,,,,,,
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",561548,562933,563576,563804,564044
,,,,,,
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3355042,3414797,3448425,3497222,3552591
,,,,,,
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",136277,137016,138239,138964,140568
,,,,,,
42700,"Sebring, FL (Metropolitan Statistical Area)",99568,98956,98709,98189,97905
,,,,,,
43100,"Sheboygan, WI (Metropolitan Statistical Area)",115652,115562,115412,115305,114973
,,,,,,
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",118834,120069,121086,121272,121679
,,,,,,
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",433607,435976,441166,445022,448118
,,,,,,
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",129023,130081,131412,132488,131735
,,,,,,
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",166196,167549,168789,168822,168754
,,,,,,
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",221887,225913,229115,232553,237649
,,,,,,
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",319966,319189,318967,319177,318578
,,,,,,
43900,"Spartanburg, SC (Metropolitan Statistical Area)",308845,312435,313632,314993,316856
,,,,,,
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",518646,524826,528501,529927,532528
,,,,,,
44100,"Springfield, IL (Metropolitan Statistical Area)",207874,208900,210526,211627,211973
,,,,,,
44140,"Springfield, MA (Metropolitan Statistical Area)",619668,620687,623200,625466,625788
,,,,,,
44180,"Springfield, MO (Metropolitan Statistical Area)",429289,434220,437445,440244,444592
,,,,,,
44220,"Springfield, OH (Metropolitan Statistical Area)",139404,138778,138943,138490,136435
,,,,,,
44300,"State College, PA (Metropolitan Statistical Area)",151645,153052,154152,154594,155100
,,,,,,
44420,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",118420,118593,118377,118922,118652
,,,,,,
44700,"Stockton-Lodi, CA (Metropolitan Statistical Area)",671692,677736,687489,695130,701151
,,,,,,
44940,"Sumter, SC (Metropolitan Statistical Area)",106463,107004,107572,107401,108127
,,,,,,
45060,"Syracuse, NY (Metropolitan Statistical Area)",658913,660857,662972,662481,660946
,,,,,,
45220,"Tallahassee, FL (Metropolitan Statistical Area)",361238,364690,369462,371087,375391
,,,,,,
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",2746981,2763937,2788961,2827556,2845178
,,,,,,
45460,"Terre Haute, IN (Metropolitan Statistical Area)",171967,172190,172312,172557,172588
,,,,,,
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",147495,148743,149309,149554,149562
,,,,,,
45540,"The Villages, FL (Metropolitan Statistical Area)",86433,90643,94285,98311,101748
,,,,,,
45780,"Toledo, OH (Metropolitan Statistical Area)",611964,610734,610194,609633,608481
,,,,,,
45820,"Topeka, KS (Metropolitan Statistical Area)",231272,232548,234233,234796,234668
,,,,,,
45940,"Trenton, NJ (Metropolitan Statistical Area)",364119,365388,368024,367812,368832
,,,,,,
46060,"Tucson, AZ (Metropolitan Statistical Area)",967778,975580,982018,987910,992395
,,,,,,
46140,"Tulsa, OK (Metropolitan Statistical Area)",916525,929824,939826,945671,952129
,,,,,,
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",224304,228631,230474,231494,233445
,,,,,,
46340,"Tyler, TX (Metropolitan Statistical Area)",203263,207111,210434,212891,214617
,,,,,,
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",933680,943177,956166,965629,974990
,,,,,,
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",298886,299000,299276,298753,298375
,,,,,,
46660,"Valdosta, GA (Metropolitan Statistical Area)",134907,137780,140029,142323,144581
,,,,,,
46700,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",408972,410290,414119,416760,420335
,,,,,,
47020,"Victoria, TX (Metropolitan Statistical Area)",92926,93792,94080,94711,96671
,,,,,,
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",155738,156531,157208,157724,157917
,,,,,,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",1662528,1668443,1680120,1686850,1698410
,,,,,,
47300,"Visalia-Porterville, CA (Metropolitan Statistical Area)",429283,436987,443342,447705,451043
,,,,,,
47380,"Waco, TX (Metropolitan Statistical Area)",246735,249441,253855,255757,257148
,,,,,,
47460,"Walla Walla, WA (Metropolitan Statistical Area)",61218,62080,63023,63531,63398
,,,,,,
47580,"Warner Robins, GA (Metropolitan Statistical Area)",173782,176793,180422,183550,185321
,,,,,,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",5445083,5547895,5664789,5771506,5862594
,,,,,,
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",165724,167225,167888,168221,168536
,,,,,,
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",115033,115023,116605,118294,120941
,,,,,,
48140,"Wausau, WI (Metropolitan Statistical Area)",133036,133793,134065,134529,134681
,,,,,,
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",124959,124734,124260,123318,122578
,,,,,,
48300,"Wenatchee, WA (Metropolitan Statistical Area)",108029,109614,111267,112026,112922
,,,,,,
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",148073,147910,147830,147077,146357
,,,,,,
48620,"Wichita, KS (Metropolitan Statistical Area)",617142,627215,631919,633057,635518
,,,,,,
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",150287,150768,151465,150134,150739
,,,,,,
48700,"Williamsport, PA (Metropolitan Statistical Area)",116147,116081,116176,116692,117317
,,,,,,
48900,"Wilmington, NC (Metropolitan Statistical Area)",248260,251814,255771,259534,263353
,,,,,,
49020,"Winchester, VA-WV (Metropolitan Statistical Area)",125728,127333,128727,129960,130932
,,,,,,
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",632186,637688,641265,644257,647221
,,,,,,
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",908735,913363,918823,921894,923228
,,,,,,
49420,"Yakima, WA (Metropolitan Statistical Area)",235272,239604,244173,246030,246421
,,,,,,
49620,"York-Hanover, PA (Metropolitan Statistical Area)",429399,433022,435510,436785,437411
,,,,,,
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",570952,568156,565217,562045,558495
,,,,,,
49700,"Yuba City, CA (Metropolitan Statistical Area)",165628,165973,167209,167305,167628
,,,,,,
49740,"Yuma, AZ (Metropolitan Statistical Area)",191202,193714,196630,201850,201733
,,,,,,
Legend / Footnotes:,,,,,,
,,,,,,
1/ Census Bureau midyear population estimates. Estimates for 2010-2013 reflect county population estimates available as of March 2014.,,,,,,
,,,,,,
"Geographic Note-- Cibola, NM was separated from Valencia in June 1981, but in these estimates, Valencia includes Cibola through the end of 1981.",,,,,,
,,,,,,
"Geographic Note-- La Paz County, AZ was separated from Yuma County on January 1, 1983. The Yuma, AZ MSA contains the area that became La Paz County, AZ through 1982 and excludes it beginning with 1983.",,,,,,
,,,,,,
"Geographic Note-- Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002.",,,,,,
,,,,,,
"Geographic Note-- Estimates for 1979 forward reflect Alaska Census Areas as defined by the Census Bureau; those for prior years reflect Alaska Census Divisions as defined in the 1970 Decennial Census. Estimates from 1988 forward separate Aleutian Islands Census Area into Aleutians East Borough and Aleutians West Census Area. Estimates for 1991 forward separate Denali Borough from Yukon-Koyukuk Census Area and Lake and Peninsula Borough from Dillingham Census Area. Estimates from 1993 forward separate Skagway-Yakutat-Angoon Census Area into Skagway-Hoonah-Angoon Census Area and Yakutat Borough. Estimates from 2008 forward separate Skagway-Hoonah-Angoon Census Area into Skagway Borough and Hoonah-Angoon Census Area. Estimates from 2009 forward separate Wrangell-Petersburg Census Area into Petersburg Census Area and Wrangell City and Borough. In addition, a part of the Prince of Wales-Outer Ketchikan Census Area was annexed by Ketchikan Gateway Borough and part (Meyers Chuck Area) was included in the new Wrangell City and Borough. The remainder of the Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area.",,,,,,
,,,,,,
"Geographic Note-- Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available.",,,,,,
,,,,,,
Note-- All dollar estimates are in current dollars (not adjusted for inflation).,,,,,,
,,,,,,
"Last updated: November 20, 2014-- new estimates for 2013; revised estimates for 2001-2012.",,,,,,
