GeoFips,GeoName,2001,2002,2003,2004,2005
,,,,,,
36980,"Owensboro, KY (Metropolitan Statistical Area)",109991,110190,110735,110999,111469
,,,,,,
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",766689,779489,788070,793994,794197
,,,,,,
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",486429,495425,504847,518722,529907
,,,,,,
37460,"Panama City, FL (Metropolitan Statistical Area)",165075,167638,170310,174259,178698
,,,,,,
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",93536,93424,92974,92705,92655
,,,,,,
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",419037,425006,428066,435466,439471
,,,,,,
37900,"Peoria, IL (Metropolitan Statistical Area)",365600,366312,366256,367962,369772
,,,,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",5713954,5743383,5773864,5804535,5829139
,,,,,,
38060,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",3363736,3452470,3536388,3637332,3774696
,,,,,,
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",106464,105965,105465,104665,103917
,,,,,,
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2417480,2408348,2401168,2389107,2374483
,,,,,,
38340,"Pittsfield, MA (Metropolitan Statistical Area)",133928,133529,133423,133076,132563
,,,,,,
38540,"Pocatello, ID (Metropolitan Statistical Area)",76296,76487,76312,76834,77419
,,,,,,
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",494975,500178,504858,508428,510287
,,,,,,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1971152,2002918,2024115,2039297,2067325
,,,,,,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",328315,338741,351522,368277,383877
,,,,,,
39140,"Prescott, AZ (Metropolitan Statistical Area)",172636,177362,182090,187822,195424
,,,,,,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1595424,1608716,1617623,1620567,1613353
,,,,,,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",394059,405672,414780,425023,439623
,,,,,,
39380,"Pueblo, CO (Metropolitan Statistical Area)",144014,146537,147907,148654,149825
,,,,,,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",146311,150123,153235,157755,155262
,,,,,,
39540,"Racine, WI (Metropolitan Statistical Area)",189047,189833,190845,191808,193251
,,,,,,
39580,"Raleigh, NC (Metropolitan Statistical Area)",833100,859117,883333,909510,944725
,,,,,,
39660,"Rapid City, SD (Metropolitan Statistical Area)",121692,122822,123278,125419,125998
,,,,,,
39740,"Reading, PA (Metropolitan Statistical Area)",377487,381338,385846,390848,395933
,,,,,,
39820,"Redding, CA (Metropolitan Statistical Area)",166408,170198,173202,174867,175615
,,,,,,
39900,"Reno, NV (Metropolitan Statistical Area)",355341,365706,375713,386308,396546
,,,,,,
40060,"Richmond, VA (Metropolitan Statistical Area)",1070817,1084389,1098631,1115900,1135074
,,,,,,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",3377365,3486938,3617771,3755607,3875709
,,,,,,
40220,"Roanoke, VA (Metropolitan Statistical Area)",289547,290466,292082,293745,296405
,,,,,,
40340,"Rochester, MN (Metropolitan Statistical Area)",187803,190646,193067,195300,197188
,,,,,,
40380,"Rochester, NY (Metropolitan Statistical Area)",1068215,1070355,1071918,1072494,1070418
,,,,,,
40420,"Rockford, IL (Metropolitan Statistical Area)",323229,325747,329472,332230,335903
,,,,,,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",144034,144698,145487,146326,147027
,,,,,,
40660,"Rome, GA (Metropolitan Statistical Area)",91181,92597,93539,94014,94332
,,,,,,
40900,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",1866310,1923508,1970542,2008663,2034850
,,,,,,
40980,"Saginaw, MI (Metropolitan Statistical Area)",209460,209323,208755,208489,207368
,,,,,,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",170587,173123,175161,176860,179222
,,,,,,
41100,"St. George, UT (Metropolitan Statistical Area)",94512,99274,104188,110207,119000
,,,,,,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",123936,123894,123923,123366,123484
,,,,,,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2690131,2700121,2711031,2721868,2730316
,,,,,,
41420,"Salem, OR (Metropolitan Statistical Area)",351581,356668,360377,363708,368046
,,,,,,
41500,"Salinas, CA (Metropolitan Statistical Area)",407082,408977,409725,408731,405139
,,,,,,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",319128,325063,332157,338528,345704
,,,,,,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",954081,963150,971454,982034,997221
,,,,,,
41660,"San Angelo, TX (Metropolitan Statistical Area)",105596,105732,106002,106373,106587
,,,,,,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1748123,1784153,1815846,1857602,1896328
,,,,,,
41740,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",2869672,2900355,2914702,2930007,2938375
,,,,,,
41860,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",4174788,4158544,4145965,4133400,4137858
,,,,,,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1742726,1724404,1718790,1718016,1729959
,,,,,,
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",251462,253083,254674,256842,258615
,,,,,,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",256045,254531,253021,252356,251377
,,,,,,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",131057,133555,135213,136391,137610
,,,,,,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",403164,405178,406810,407284,408079
,,,,,,
42220,"Santa Rosa, CA (Metropolitan Statistical Area)",465293,465298,466489,466809,465938
,,,,,,
42340,"Savannah, GA (Metropolitan Statistical Area)",297133,301644,304585,310553,314528
,,,,,,
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",557476,555702,555483,555495,556652
,,,,,,
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3092927,3118302,3133021,3158967,3198265
,,,,,,
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",115456,118144,120450,125001,127955
,,,,,,
42700,"Sebring, FL (Metropolitan Statistical Area)",88510,89939,90943,93079,95614
,,,,,,
43100,"Sheboygan, WI (Metropolitan Statistical Area)",113023,113251,113433,113832,114454
,,,,,,
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",112330,113239,114421,114998,115666
,,,,,,
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",417622,417953,418234,421695,424302
,,,,,,
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",118798,119847,120638,123234,125786
,,,,,,
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",167040,166544,166232,166178,164840
,,,,,,
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",191693,194442,197813,202328,206605
,,,,,,
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",316897,316678,316545,316831,317221
,,,,,,
43900,"Spartanburg, SC (Metropolitan Statistical Area)",286282,288166,289742,291107,293722
,,,,,,
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",474933,479375,483328,488534,494408
,,,,,,
44100,"Springfield, IL (Metropolitan Statistical Area)",202427,203281,203901,204526,204988
,,,,,,
44140,"Springfield, MA (Metropolitan Statistical Area)",609075,612241,615294,615860,616530
,,,,,,
44180,"Springfield, MO (Metropolitan Statistical Area)",375215,380529,387040,394660,402883
,,,,,,
44220,"Springfield, OH (Metropolitan Statistical Area)",143803,143229,141758,141380,141367
,,,,,,
44300,"State College, PA (Metropolitan Statistical Area)",137620,140821,142926,144238,145543
,,,,,,
44420,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",109602,110436,111549,112751,114085
,,,,,,
44700,"Stockton-Lodi, CA (Metropolitan Statistical Area)",591207,609041,626778,642898,656985
,,,,,,
44940,"Sumter, SC (Metropolitan Statistical Area)",104629,105380,105112,106099,106082
,,,,,,
45060,"Syracuse, NY (Metropolitan Statistical Area)",650697,652241,655091,656149,655021
,,,,,,
45220,"Tallahassee, FL (Metropolitan Statistical Area)",324386,327940,334289,339179,344257
,,,,,,
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",2444015,2487445,2529652,2587771,2651580
,,,,,,
45460,"Terre Haute, IN (Metropolitan Statistical Area)",170497,170055,170438,170001,170634
,,,,,,
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",142882,143149,143582,143996,144534
,,,,,,
45540,"The Villages, FL (Metropolitan Statistical Area)",55793,59539,61934,64456,69261
,,,,,,
45780,"Toledo, OH (Metropolitan Statistical Area)",619037,618721,619006,618181,616819
,,,,,,
45820,"Topeka, KS (Metropolitan Statistical Area)",225090,225355,226153,227155,228208
,,,,,,
45940,"Trenton, NJ (Metropolitan Statistical Area)",353816,355935,358724,361248,362015
,,,,,,
46060,"Tucson, AZ (Metropolitan Statistical Area)",859280,874267,885893,901342,920298
,,,,,,
46140,"Tulsa, OK (Metropolitan Statistical Area)",867602,874844,877577,878004,882861
,,,,,,
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",205692,206365,207368,209105,212545
,,,,,,
46340,"Tyler, TX (Metropolitan Statistical Area)",177836,181107,184254,187300,191362
,,,,,,
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",882755,890473,894311,907997,918181
,,,,,,
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",298521,298049,298323,298986,298574
,,,,,,
46660,"Valdosta, GA (Metropolitan Statistical Area)",119736,121305,121850,124387,126411
,,,,,,
46700,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",404209,408226,408409,409301,408181
,,,,,,
47020,"Victoria, TX (Metropolitan Statistical Area)",91511,91624,91809,91789,91523
,,,,,,
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",146451,147294,148437,149837,152022
,,,,,,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",1593489,1608368,1616332,1642657,1649013
,,,,,,
47300,"Visalia-Porterville, CA (Metropolitan Statistical Area)",373171,379568,388743,398226,407970
,,,,,,
47380,"Waco, TX (Metropolitan Statistical Area)",233379,234661,236830,239419,240784
,,,,,,
47460,"Walla Walla, WA (Metropolitan Statistical Area)",59106,59661,60111,60679,60543
,,,,,,
47580,"Warner Robins, GA (Metropolitan Statistical Area)",147377,150927,154342,159187,161847
,,,,,,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",4970350,5055829,5124633,5199870,5273577
,,,,,,
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",163590,162634,162388,162793,163260
,,,,,,
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",111422,111112,110246,109924,113486
,,,,,,
48140,"Wausau, WI (Metropolitan Statistical Area)",126459,126880,127311,127855,128958
,,,,,,
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",130701,129750,129141,128241,127464
,,,,,,
48300,"Wenatchee, WA (Metropolitan Statistical Area)",99361,99786,100654,101968,103369
,,,,,,
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",151728,151442,150666,150186,149438
,,,,,,
48620,"Wichita, KS (Metropolitan Statistical Area)",584043,588719,590712,593004,596270
,,,,,,
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",150770,150995,150694,152033,151152
,,,,,,
48700,"Williamsport, PA (Metropolitan Statistical Area)",118930,118344,118108,117911,117530
,,,,,,
48900,"Wilmington, NC (Metropolitan Statistical Area)",205996,210563,214877,222498,230897
,,,,,,
49020,"Winchester, VA-WV (Metropolitan Statistical Area)",106252,108945,111464,114383,117847
,,,,,,
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",578186,584321,588964,594765,602805
,,,,,,
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",871081,879568,887129,892171,896901
,,,,,,
49420,"Yakima, WA (Metropolitan Statistical Area)",222757,223402,225161,227280,228570
,,,,,,
49620,"York-Hanover, PA (Metropolitan Statistical Area)",385773,389692,395093,401403,409066
,,,,,,
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",599116,594958,592016,588478,584222
,,,,,,
49700,"Yuba City, CA (Metropolitan Statistical Area)",141387,144262,147404,150226,155049
,,,,,,
49740,"Yuma, AZ (Metropolitan Statistical Area)",162873,165398,168003,172824,178816
,,,,,,
Legend / Footnotes:,,,,,,
,,,,,,
1/ Census Bureau midyear population estimates. Estimates for 2010-2013 reflect county population estimates available as of March 2014.,,,,,,
,,,,,,
"Geographic Note-- Cibola, NM was separated from Valencia in June 1981, but in these estimates, Valencia includes Cibola through the end of 1981.",,,,,,
,,,,,,
"Geographic Note-- La Paz County, AZ was separated from Yuma County on January 1, 1983. The Yuma, AZ MSA contains the area that became La Paz County, AZ through 1982 and excludes it beginning with 1983.",,,,,,
,,,,,,
"Geographic Note-- Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002.",,,,,,
,,,,,,
"Geographic Note-- Estimates for 1979 forward reflect Alaska Census Areas as defined by the Census Bureau; those for prior years reflect Alaska Census Divisions as defined in the 1970 Decennial Census. Estimates from 1988 forward separate Aleutian Islands Census Area into Aleutians East Borough and Aleutians West Census Area. Estimates for 1991 forward separate Denali Borough from Yukon-Koyukuk Census Area and Lake and Peninsula Borough from Dillingham Census Area. Estimates from 1993 forward separate Skagway-Yakutat-Angoon Census Area into Skagway-Hoonah-Angoon Census Area and Yakutat Borough. Estimates from 2008 forward separate Skagway-Hoonah-Angoon Census Area into Skagway Borough and Hoonah-Angoon Census Area. Estimates from 2009 forward separate Wrangell-Petersburg Census Area into Petersburg Census Area and Wrangell City and Borough. In addition, a part of the Prince of Wales-Outer Ketchikan Census Area was annexed by Ketchikan Gateway Borough and part (Meyers Chuck Area) was included in the new Wrangell City and Borough. The remainder of the Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area.",,,,,,
,,,,,,
"Geographic Note-- Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available.",,,,,,
,,,,,,
Note-- All dollar estimates are in current dollars (not adjusted for inflation).,,,,,,
,,,,,,
"Last updated: November 20, 2014-- new estimates for 2013; revised estimates for 2001-2012.",,,,,,
